Level code,Preferred Label,ATC LEVEL
L01EX03,pazopanib,5
L01EX04,vandetanib,5
L01EX05,regorafenib,5
L01EX06,masitinib,5
L01EX07,cabozantinib,5
L01EX08,lenvatinib,5
L01EX09,nintedanib,5
L01EX10,midostaurin,5
L01EX11,quizartinib,5
L01EX12,larotrectinib,5
L01EX13,gilteritinib,5
L01EX14,entrectinib,5
L01EX15,pexidartinib,5
L01EX17,capmatinib,5
L01EX18,avapritinib,5
L01EX19,ripretinib,5
L01EX21,tepotinib,5
L01EX22,selpercatinib,5
L01EX23,pralsetinib,5
L01EX24,surufatinib,5
L01EX25,umbralisib,5
L01EX26,sitravatinib,5
L01EX27,capivasertib,5
L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,3
L01FA,CD20 (Clusters of Differentiation 20) inhibitors,4
L01FA01,rituximab,5
L01FA02,ofatumumab,5
L01FA03,obinutuzumab,5
L01FB,CD22 (Clusters of Differentiation 22) inhibitors,4
L01FB01,inotuzumab ozogamicin,5
L01FB02,moxetumomab pasudotox,5
L01FC,CD38 (Clusters of Differentiation 38) inhibitors,4
L01FC01,daratumumab,5
L01FC02,isatuximab,5
L01FD,HER2 (Human Epidermal Growth Factor Receptor 2) inhibitors,4
L01FD01,trastuzumab,5
L01FD02,pertuzumab,5
L01FD03,trastuzumab emtansine,5
L01FD04,trastuzumab deruxtecan,5
L01FD05,trastuzumab duocarmazine,5
L01FD06,margetuximab,5
L01FE,EGFR (Epidermal Growth Factor Receptor) inhibitors,4
L01FE01,cetuximab,5
L01FE02,panitumumab,5
L01FE03,necitumumab,5
L01FF,PD-1/PDL-1 (Programmed cell death protein 1/death ligand 1) inhibitors,4
L01FF01,nivolumab,5
L01FF02,pembrolizumab,5
L01FF03,durvalumab,5
L01FF04,avelumab,5
L01FF05,atezolizumab,5
L01FF06,cemiplimab,5
L01FF07,dostarlimab,5
L01FF08,prolgolimab,5
L01FF09,tislelizumab,5
L01FF10,retifanlimab,5
L01FF11,sugemalimab,5
L01FF12,serplulimab,5
L01FF13,toripalimab,5
L01FG,VEGF/VEGFR (Vascular Endothelial Growth Factor) inhibitors,4
L01FG01,bevacizumab,5
L01FG02,ramucirumab,5
L01FX,Other monoclonal antibodies and antibody drug conjugates in ATC,4
L01FX01,edrecolomab,5
L01FX02,gemtuzumab ozogamicin,5
L01FX03,catumaxomab,5
L01FX04,ipilimumab,5
L01FX05,brentuximab vedotin,5
L01FX06,dinutuximab beta,5
L01FX07,blinatumomab,5
L01FX08,elotuzumab,5
L01FX09,mogamulizumab,5
L01FX10,olaratumab,5
L01FX11,bermekimab,5
L01FX12,tafasitamab,5
L01FX13,enfortumab vedotin,5
L01FX14,polatuzumab vedotin,5
L01FX15,belantamab mafodotin,5
L01FX16,oportuzumab monatox,5
L01FX17,sacituzumab govitecan,5
L01FX18,amivantamab,5
L01FX19,sabatolimab,5
L01FX20,tremelimumab,5
L01FX21,naxitamab,5
L01FX22,loncastuximab tesirine,5
L01FX23,tisotumab vedotin,5
L01FX24,teclistamab,5
L01FX25,mosunetuzumab,5
L01FX26,mirvetuximab soravtansine,5
L01FX27,epcoritamab,5
L01FX28,glofitamab,5
L01FX29,talquetamab,5
L01FY,Combinations of monoclonal antibodies and antibody drug conjugates,4
L01FY01,pertuzumab and trastuzumab,5
L01FY02,nivolumab and relatlimab,5
L01FY03,prolgolimab and nurulimab,5
L01X,OTHER ANTINEOPLASTIC AGENTS in ATC,3
L01XA,"Platinum compounds, antineoplastic drugs",4
L01XA01,cisplatin,5
L01XA02,carboplatin,5
L01XA03,oxaliplatin,5
L01XA04,satraplatin,5
L01XA05,polyplatillen,5
L01XB,"Methylhydrazines, antineoplastics",4
L01XB01,procarbazine,5
L01XD,Sensitizers used in photodynamic/radiation therapy,4
L01XD01,porfimer sodium,5
L01XD03,methyl aminolevulinate,5
L01XD04,aminolevulinic acid,5
L01XD05,temoporfin,5
L01XD06,efaproxiral,5
L01XD07,padeliporfin,5
L01XF,Retinoids for cancer treatment,4
L01XF01,tretinoin,5
L01XF02,alitretinoin,5
L01XF03,bexarotene,5
L01XG,"Proteasome inhibitors, antineoplastic agent",4
L01XG01,bortezomib,5
L01XG02,carfilzomib,5
L01XG03,ixazomib,5
L01XH,Histone deacetylase (HDAC) inhibitors,4
L01XH01,vorinostat,5
L01XH02,romidepsin,5
L01XH03,panobinostat,5
L01XH04,belinostat,5
L01XH05,entinostat,5
L01XJ,Hedgehog pathway inhibitors,4
L01XJ01,vismodegib,5
L01XJ02,sonidegib,5
L01XJ03,glasdegib,5
L01XK,Poly (ADP-ribose) polymerase (PARP) inhibitors,4
L01XK01,olaparib,5
L01XK02,niraparib,5
L01XK03,rucaparib,5
L01XK04,talazoparib,5
L01XK05,veliparib,5
L01XK06,pamiparib,5
L01XK52,niraparib and abiraterone,5
L01XL,Antineoplastic cell and gene therapy agents,4
L01XL01,sitimagene ceradenovec,5
L01XL02,talimogene laherparepvec,5
L01XL03,axicabtagene ciloleucel,5
L01XL04,tisagenlecleucel,5
L01XL05,ciltacabtagene autoleucel,5
L01XL06,brexucabtagene autoleucel,5
L01XL07,idecabtagene vicleucel,5
L01XL08,lisocabtagene maraleucel,5
L01XL09,tabelecleucel,5
L01XL10,nadofaragene firadenovec,5
L01XL11,lifileucel,5
L01XX,Other antineoplastic agents in ATC,4
L01XX01,amsacrine,5
L01XX02,asparaginase,5
L01XX03,altretamine,5
L01XX05,hydroxycarbamide,5
L01XX07,lonidamine,5
L01XX08,pentostatin,5
L01XX10,masoprocol,5
L01XX11,estramustine,5
L01XX16,mitoguazone,5
L01XX18,tiazofurine,5
L01XX23,mitotane,5
L01XX24,pegaspargase,5
L01XX27,arsenic trioxide,5
L01XX29,denileukin diftitox,5
L01XX33,celecoxib,5
L01XX35,anagrelide,5
L01XX36,oblimersen,5
L01XX40,omacetaxine mepesuccinate,5
L01XX41,eribulin,5
L01XX44,aflibercept,5
L01XX52,venetoclax,5
L01XX53,vosaroxin,5
L01XX57,plitidepsin,5
L01XX58,epacadostat,5
L01XX59,enasidenib,5
L01XX62,ivosidenib,5
L01XX66,selinexor,5
L01XX67,tagraxofusp,5
L01XX69,lurbinectedin,5
L01XX72,tazemetostat,5
L01XX73,sotorasib,5
L01XX74,belzutifan,5
L01XX75,tebentafusp,5
L01XX77,adagrasib,5
L01XX78,navitoclax,5
L01XX79,eflornithine,5
L01XX80,imetelstat,5
L01XY,Combinations of antineoplastic agents,4
L01XY01,cytarabine and daunorubicin,5
L02,ENDOCRINE THERAPY ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,2
L02A,HORMONES AND RELATED AGENTS,3
L02AA,"Estrogens, endocrine therapy drugs",4
L02AA01,diethylstilbestrol,5
L02AA02,polyestradiol phosphate,5
L02AA03,ethinylestradiol,5
L02AA04,fosfestrol,5
L02AB,"Progestogens, endocrine therapy drugs",4
L02AB01,megestrol,5
L02AB02,medroxyprogesterone,5
L02AB03,gestonorone,5
L02AE,"Gonadotropin releasing hormone analogues, endocrine therapy drugs",4
L02AE01,buserelin,5
L02AE02,leuprorelin,5
L02AE03,goserelin,5
L02AE04,triptorelin,5
L02AE05,histrelin,5
L02AE51,leuprorelin and bicalutamide,5
L02AX,Other hormones for endocrine therapy in ATC,4
L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,3
L02BA,Anti-estrogens,4
L02BA01,tamoxifen,5
L02BA02,toremifene,5
L02BA03,fulvestrant,5
L02BA04,elacestrant,5
L02BB,Anti-androgen hormone antagonists and related agents,4
L02BB01,flutamide,5
L02BB02,nilutamide,5
L02BB03,bicalutamide,5
L02BB04,enzalutamide,5
L02BB05,apalutamide,5
L02BB06,darolutamide,5
L02BG,Aromatase inhibitors,4
L02BG01,aminoglutethimide,5
L02BG02,formestane,5
L02BG03,anastrozole,5
L02BG04,letrozole,5
L02BG05,vorozole,5
L02BG06,exemestane,5
L02BX,Other hormone antagonists and related agents in ATC,4
L02BX01,abarelix,5
L02BX02,degarelix,5
L02BX03,abiraterone,5
L02BX04,relugolix,5
L02BX53,abiraterone and prednisolone,5
L03,IMMUNOSTIMULANTS,2
L03A,IMMUNOSTIMULANTS,3
L03AA,Colony stimulating factors,4
L03AA02,filgrastim,5
L03AA03,molgramostim,5
L03AA09,sargramostim,5
L03AA10,lenograstim,5
L03AA12,ancestim,5
L03AA13,pegfilgrastim,5
L03AA14,lipegfilgrastim,5
L03AA15,balugrastim,5
L03AA16,empegfilgrastim,5
L03AA17,pegteograstim,5
L03AA18,efbemalenograstim alfa,5
L03AA19,eflapegrastim,5
L03AB,Interferons,4
L03AB01,interferon alfa natural,5
L03AB02,interferon beta natural,5
L03AB03,interferon gamma,5
L03AB04,interferon alfa-2a,5
L03AB05,interferon alfa-2b,5
L03AB06,interferon alfa-n1,5
L03AB07,interferon beta-1a,5
L03AB08,interferon beta-1b,5
L03AB09,interferon alfacon-1,5
L03AB10,peginterferon alfa-2b,5
L03AB11,peginterferon alfa-2a,5
L03AB12,albinterferon alfa-2b,5
L03AB13,peginterferon beta-1a,5
L03AB14,cepeginterferon alfa-2b,5
L03AB15,ropeginterferon alfa-2b,5
L03AB16,peginterferon alfacon-2,5
L03AB17,sampeginterferon beta-1a,5
L03AB60,"peginterferon alfa-2b, combinations",5
L03AB61,"peginterferon alfa-2a, combinations",5
L03AC,Interleukins,4
L03AC01,aldesleukin,5
L03AC02,oprelvekin,5
L03AX,Other immunostimulants in ATC,4
L03AX01,lentinan,5
L03AX02,roquinimex,5
L03AX03,BCG vaccine,5
L03AX04,pegademase,5
L03AX05,pidotimod,5
L03AX07,poly I:C,5
L03AX08,poly ICLC,5
L03AX09,thymopentin,5
L03AX10,immunocyanin,5
L03AX11,tasonermin,5
L03AX12,melanoma vaccine,5
L03AX13,glatiramer acetate,5
L03AX14,histamine dihydrochloride,5
L03AX15,mifamurtide,5
L03AX16,plerixafor,5
L03AX17,sipuleucel-T,5
L03AX18,cridanimod,5
L03AX19,dasiprotimut-T,5
L03AX21,elapegademase,5
L03AX22,leniolisib,5
L04,IMMUNOSUPPRESSANTS,2
L04A,IMMUNOSUPPRESSANTS,3
L04AA,Selective immunosuppressants,4
L04AA03,antilymphocyte immunoglobulin (horse),5
L04AA04,antithymocyte immunoglobulin (rabbit),5
L04AA06,mycophenolic acid,5
L04AA15,alefacept,5
L04AA19,gusperimus,5
L04AA22,abetimus,5
L04AA24,abatacept,5
L04AA28,belatacept,5
L04AA32,apremilast,5
L04AA40,cladribine,5
L04AA41,imlifidase,5
L04AA48,belumosudil,5
L04AA58,efgartigimod alfa,5
L04AB,Tumor necrosis factor alpha (TNF-alpha) inhibitors,4
L04AB01,etanercept,5
L04AB02,infliximab,5
L04AB03,afelimomab,5
L04AB04,adalimumab,5
L04AB05,certolizumab pegol,5
L04AB06,golimumab,5
L04AB07,opinercept,5
L04AC,Interleukin inhibitors,4
L04AC01,daclizumab,5
L04AC02,basiliximab,5
L04AC03,anakinra,5
L04AC04,rilonacept,5
L04AC05,ustekinumab,5
L04AC07,tocilizumab,5
L04AC08,canakinumab,5
L04AC09,briakinumab,5
L04AC10,secukinumab,5
L04AC11,siltuximab,5
L04AC12,brodalumab,5
L04AC13,ixekizumab,5
L04AC14,sarilumab,5
L04AC15,sirukumab,5
L04AC16,guselkumab,5
L04AC17,tildrakizumab,5
L04AC18,risankizumab,5
L04AC19,satralizumab,5
L04AC20,netakimab,5
L04AC21,bimekizumab,5
L04AC22,spesolimab,5
L04AC23,olokizumab,5
L04AC24,mirikizumab,5
L04AC25,levilimab,5
L04AD,Calcineurin inhibitors,4
L04AD01,ciclosporin,5
L04AD02,tacrolimus,5
L04AD03,voclosporin,5
L04AE,Sphingosine-1-phosphate (S1P) receptor modulators,4
L04AE01,fingolimod,5
L04AE02,ozanimod,5
L04AE03,siponimod,5
L04AE04,ponesimod,5
L04AE05,etrasimod,5
L04AF,Janus-associated kinase (JAK) inhibitors (L04AF),4
L04AF01,tofacitinib,5
L04AF02,baricitinib,5
L04AF03,upadacitinib,5
L04AF04,filgotinib,5
L04AF05,itacitinib,5
L04AF06,peficitinib,5
L04AF07,deucravacitinib,5
L04AF08,ritlecitinib,5
L04AG,Monoclonal antibodies,4
L04AG01,muromonab-CD3,5
L04AG02,efalizumab,5
L04AG03,natalizumab,5
L04AG04,belimumab,5
L04AG05,vedolizumab,5
L04AG06,alemtuzumab,5
L04AG07,begelomab,5
L04AG08,ocrelizumab,5
L04AG09,emapalumab,5
L04AG10,inebilizumab,5
L04AG11,anifrolumab,5
L04AG12,ofatumumab,5
L04AG13,teprotumumab,5
L04AG14,ublituximab,5
L04AG15,divozilimab,5
L04AG16,rozanolixizumab,5
L04AH,Mammalian target of rapamycin (mTOR) kinase inhibitors (L04AH),4
L04AH01,sirolimus,5
L04AH02,everolimus,5
L04AJ,Complement inhibitors,4
L04AJ01,eculizumab,5
L04AJ02,ravulizumab,5
L04AJ03,pegcetacoplan,5
L04AJ04,sutimlimab,5
L04AJ05,avacopan,5
L04AJ06,zilucoplan,5
L04AJ07,crovalimab,5
L04AJ08,iptacopan,5
L04AJ09,danicopan,5
L04AK,Dihydroorotate dehydrogenase (DHODH) inhibitors,4
L04AK01,leflunomide,5
L04AK02,teriflunomide,5
L04AX,Other immunosuppressants in ATC,4
L04AX01,azathioprine,5
L04AX02,thalidomide,5
L04AX03,methotrexate,5
L04AX04,lenalidomide,5
L04AX05,pirfenidone,5
L04AX06,pomalidomide,5
L04AX07,dimethyl fumarate,5
L04AX08,darvadstrocel,5
L04AX09,diroximel fumarate,5
M,MUSCULO-SKELETAL SYSTEM DRUGS,1
M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,2
M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",3
M01AA,"Butylpyrazolidines, antiinflammatory and antirheumatic drugs",4
M01AA01,phenylbutazone,5
M01AA02,mofebutazone,5
M01AA03,oxyphenbutazone,5
M01AA05,clofezone,5
M01AA06,kebuzone,5
M01AB,Acetic acid derivatives and related substances,4
M01AB01,indometacin,5
M01AB02,sulindac,5
M01AB03,tolmetin,5
M01AB04,zomepirac,5
M01AB05,diclofenac,5
M01AB06,alclofenac,5
M01AB07,bumadizone,5
M01AB08,etodolac,5
M01AB09,lonazolac,5
M01AB10,fentiazac,5
M01AB11,acemetacin,5
M01AB12,difenpiramide,5
M01AB13,oxametacin,5
M01AB14,proglumetacin,5
M01AB15,ketorolac,5
M01AB16,aceclofenac,5
M01AB17,bufexamac,5
M01AB51,"indometacin, combinations",5
M01AB55,"diclofenac, combinations",5
M01AC,"Oxicams, antiinflammatory and antirheumatic drugs",4
M01AC01,piroxicam,5
M01AC02,tenoxicam,5
M01AC04,droxicam,5
M01AC05,lornoxicam,5
M01AC06,meloxicam,5
M01AC56,"meloxicam, combinations",5
M01AE,"Propionic acid derivatives, antiinflammatory and antirheumatic products",4
M01AE01,ibuprofen,5
M01AE02,naproxen,5
M01AE03,ketoprofen,5
M01AE04,fenoprofen,5
M01AE05,fenbufen,5
M01AE06,benoxaprofen,5
M01AE07,suprofen,5
M01AE08,pirprofen,5
M01AE09,flurbiprofen,5
M01AE10,indoprofen,5
M01AE11,tiaprofenic acid,5
M01AE12,oxaprozin,5
M01AE13,ibuproxam,5
M01AE14,dexibuprofen,5
M01AE15,flunoxaprofen,5
M01AE16,alminoprofen,5
M01AE17,dexketoprofen,5
M01AE18,naproxcinod,5
M01AE51,"ibuprofen, combinations",5
M01AE52,naproxen and esomeprazole,5
M01AE53,"ketoprofen, combinations",5
M01AE56,naproxen and misoprostol,5
M01AE57,naproxen and diphenhydramine,5
M01AG,"Fenamates, antiinflammatory and antirheumatic drugs",4
M01AG01,mefenamic acid,5
M01AG02,tolfenamic acid,5
M01AG03,flufenamic acid,5
M01AG04,meclofenamic acid,5
M01AH,Coxibs,4
M01AH01,celecoxib,5
M01AH02,rofecoxib,5
M01AH03,valdecoxib,5
M01AH04,parecoxib,5
M01AH05,etoricoxib,5
M01AH06,lumiracoxib,5
M01AH07,polmacoxib,5
M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids in ATC",4
M01AX01,nabumetone,5
M01AX02,niflumic acid,5
M01AX04,azapropazone,5
M01AX05,glucosamine,5
M01AX07,benzydamine,5
M01AX12,glucosaminoglycan polysulfate,5
M01AX13,proquazone,5
M01AX14,orgotein,5
M01AX17,nimesulide,5
M01AX18,feprazone,5
M01AX21,diacerein,5
M01AX22,morniflumate,5
M01AX23,tenidap,5
M01AX24,oxaceprol,5
M01AX25,chondroitin sulfate,5
M01AX26,"avocado and soyabean oil, unsaponifiables",5
M01AX68,"feprazone, combinations",5
M01B,ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION,3
M01BA,Antiinflammatory/antirheumatic agents in combination with corticosteroids,4
M01BA01,phenylbutazone and corticosteroids,5
M01BA02,dipyrocetyl and corticosteroids,5
M01BA03,acetylsalicylic acid and corticosteroids,5
M01BX,Other antiinflammatory/antirheumatic agents in combination with other drugs in ATC,4
M01C,SPECIFIC ANTIRHEUMATIC AGENTS,3
M01CA,"Quinolines, antirheumatic drugs",4
M01CA03,oxycinchophen,5
M01CB,Gold preparations,4
M01CB01,sodium aurothiomalate,5
M01CB02,sodium aurotiosulfate,5
M01CB03,auranofin,5
M01CB04,aurothioglucose,5
M01CB05,aurotioprol,5
M01CC,Penicillamine and similar antirheumatic agents,4
M01CC01,penicillamine,5
M01CC02,bucillamine,5
M01CX,Other specific antirheumatic agents in ATC,4
M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,2
M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,3
M02AA,"Antiinflammatory preparations, non-steroids for topical use",4
M02AA01,phenylbutazone,5
M02AA02,mofebutazone,5
M02AA03,clofezone,5
M02AA04,oxyphenbutazone,5
M02AA05,benzydamine,5
M02AA06,etofenamate,5
M02AA07,piroxicam,5
M02AA08,felbinac,5
M02AA09,bufexamac,5
M02AA10,ketoprofen,5
M02AA11,bendazac,5
M02AA12,naproxen,5
M02AA13,ibuprofen,5
M02AA14,fentiazac,5
M02AA15,diclofenac,5
M02AA16,feprazone,5
M02AA17,niflumic acid,5
M02AA18,meclofenamic acid,5
M02AA19,flurbiprofen,5
M02AA21,tolmetin,5
M02AA22,suxibuzone,5
M02AA23,indometacin,5
M02AA24,nifenazone,5
M02AA25,aceclofenac,5
M02AA26,nimesulide,5
M02AA27,dexketoprofen,5
M02AA28,piketoprofen,5
M02AA29,esflurbiprofen,5
M02AA31,loxoprofen,5
M02AB,Capsaicin and similar agents,4
M02AB01,capsaicin,5
M02AB02,zucapsaicin,5
M02AC,"Preparations with salicylic acid derivatives, topical for joint and muscle pain",4
M02AX,Other topical products for joint and muscular pain in ATC,4
M02AX02,tolazoline,5
M02AX03,dimethyl sulfoxide,5
M02AX05,idrocilamide,5
M02AX06,tolperisone,5
M02AX10,various other intestinal adsorbents in ATC,5
M03,MUSCLE RELAXANTS,2
M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",3
M03AA,"Curare alkaloid muscle relaxants, peripherally acting",4
M03AA01,alcuronium,5
M03AA02,tubocurarine,5
M03AA04,dimethyltubocurarine,5
M03AB,"Choline derivative muscle relaxants, peripherally acting",4
M03AB01,suxamethonium,5
M03AC,"Other quaternary ammonium compounds in ATC, muscle relaxants, peripherally acting",4
M03AC01,pancuronium,5
M03AC02,gallamine,5
M03AC03,vecuronium,5
M03AC04,atracurium,5
M03AC05,hexafluronium,5
M03AC06,pipecuronium bromide,5
M03AC07,doxacurium chloride,5
M03AC08,fazadinium bromide,5
M03AC09,rocuronium bromide,5
M03AC10,mivacurium chloride,5
M03AC11,cisatracurium,5
M03AX,Other peripherally acting muscle relaxants in ATC,4
M03AX01,botulinum toxin,5
M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",3
M03BA,"Carbamic acid esters, centrally acting muscle relaxants",4
M03BA01,phenprobamate,5
M03BA02,carisoprodol,5
M03BA03,methocarbamol,5
M03BA04,styramate,5
M03BA05,febarbamate,5
M03BA51,"phenprobamate, combinations excl. psycholeptics",5
M03BA52,"carisoprodol, combinations excl. psycholeptics",5
M03BA53,"methocarbamol, combinations excl. psycholeptics",5
M03BA71,"phenprobamate, combinations with psycholeptics",5
M03BA72,"carisoprodol, combinations with psycholeptics",5
M03BA73,"methocarbamol, combinations with psycholeptics",5
M03BB,"Oxazol, thiazine, and triazine derivatives centrally acting muscle relaxants",4
M03BB02,chlormezanone,5
M03BB03,chlorzoxazone,5
M03BB52,"chlormezanone, combinations excl. psycholeptics",5
M03BB53,"chlorzoxazone, combinations excl. psycholeptics",5
M03BB72,"chlormezanone, combinations with psycholeptics",5
M03BB73,"chlorzoxazone, combinations with psycholeptics",5
M03BC,"Ethers chemically close to antihistamines, centrally acting muscle relaxants",4
M03BC01,orphenadrine (citrate),5
M03BC51,"orphenadrine, combinations",5
M03BX,Other centrally acting agents in ATC,4
M03BX01,baclofen,5
M03BX02,tizanidine,5
M03BX03,pridinol,5
M03BX04,tolperisone,5
M03BX05,thiocolchicoside,5
M03BX06,mephenesin,5
M03BX07,tetrazepam,5
M03BX08,cyclobenzaprine,5
M03BX09,eperisone,5
M03BX30,fenyramidol,5
M03BX53,"pridinol, combinations",5
M03BX55,"thiocolchicoside, combinations",5
M03C,"MUSCLE RELAXANTS, DIRECTLY ACTING AGENTS",3
M03CA,"Dantrolene and derivatives, muscle relaxants, direct acting",4
M03CA01,dantrolene,5
M04,ANTIGOUT PREPARATIONS,2
M04A,ANTIGOUT PREPARATIONS,3
M04AA,Preparations inhibiting uric acid production,4
M04AA01,allopurinol,5
M04AA02,tisopurine,5
M04AA03,febuxostat,5
M04AA51,"allopurinol, combinations",5
M04AB,Preparations increasing uric acid excretion,4
M04AB01,probenecid,5
M04AB02,sulfinpyrazone,5
M04AB03,benzbromarone,5
M04AB04,isobromindione,5
M04AB05,lesinurad,5
M04AC,Preparations with no effect on uric acid metabolism,4
M04AC01,colchicine,5
M04AC02,cinchophen,5
M04AC51,colchicine and probenecid,5
M04AX,Other antigout preparations in ATC,4
M04AX01,urate oxidase,5
M04AX02,pegloticase,5
M05,DRUGS FOR TREATMENT OF BONE DISEASES,2
M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,3
M05BA,Bisphosphonate drugs affecting bone structure and mineralization,4
M05BA01,etidronic acid,5
M05BA02,clodronic acid,5
M05BA03,pamidronic acid,5
M05BA04,alendronic acid,5
M05BA05,tiludronic acid,5
M05BA06,ibandronic acid,5
M05BA07,risedronic acid,5
M05BA08,zoledronic acid,5
M05BB,"Bisphosphonates, combinations affecting bone structure and mineralization",4
M05BB01,"etidronic acid and calcium, sequential",5
M05BB02,"risedronic acid and calcium, sequential",5
M05BB03,alendronic acid and colecalciferol,5
M05BB04,"risedronic acid, calcium and colecalciferol, sequential",5
M05BB05,"alendronic acid, calcium and colecalciferol, sequential",5
M05BB06,"alendronic acid and alfacalcidol, sequential",5
M05BB07,risedronic acid and colecalciferol,5
M05BB08,"zoledronic acid, calcium and colecalciferol, sequential",5
M05BB09,ibandronic acid and colecalciferol,5
M05BC,Bone morphogenetic proteins,4
M05BC01,dibotermin alfa,5
M05BC02,eptotermin alfa,5
M05BX,Other drugs affecting bone structure and mineralization in ATC,4
M05BX01,ipriflavone,5
M05BX02,aluminium chlorohydrate,5
M05BX03,strontium ranelate,5
M05BX04,denosumab,5
M05BX05,burosumab,5
M05BX06,romosozumab,5
M05BX07,vosoritide,5
M05BX08,menatetrenone,5
M05BX53,strontium ranelate and colecalciferol,5
M09,OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM in ATC,2
